问题,回答,所属分类
【美团】Java岗-外卖配送事业部实习面经,"实习岗位我自己选的机器学习，因为自己论文主要做的是运筹优化的，所以简历的研究方向是运筹优化，因此面试的主要内容也就是跟优化相关的内容。
本人 论文CCF B 两篇 一篇 EI，目前一篇CCF A的论文在投
面试官就是我的实习上级主管
1.自我介绍
2.PSO跟SA的区别、PSO跟DE的区别 （我有一篇跟PSO有关的CCF B的论文）
3.代码
[4,5,6,1,2,3 ] 找到两段有序数列的分割点，先说了个顺序查找 O(N) 然后说了个二分查找 O（logN）并实现
聊天： 为啥不读博、家那里的、实习时间
1.自我介绍，论文，项目
2.java Map有哪些实现，hashmap 复杂度 最坏情况。
3.如何防止优化过程陷入局部最优？
我拿tabu search 以及 ACO with Tabu 为例解释了下防止陷入局部最优的思想，平衡两个E， exploration and exploitation
4.为外卖配送系统建模，说一下这个VRP模型的特点
多目标、多约束（capacity、time window ..）
5.代码 实现Math.sqrt（）
二分法
牛顿迭代法
其实可以当做一个优化问题来做，泰勒展开的一阶或者二阶逼近真实值
等了挺久的 以为都凉了呢
早晨9点刚过就接到了面试官的电话，说问题不复杂，我就在走廊电话面了起来
1.没有自我介绍，直接就问了点论文的算法，讲解了一边自己论文提出的techniques
2.实习时间
3.最近在做的事情
这个问题就体现出平时刷论文的重要性了，把最近follow的一些顶刊论文介绍一下，把自己的理解以及想法大胆说出来很重要。
当天午休，HR小姐姐就打电话过来确认时间和报酬了。
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-一份美团外卖的隔夜烤面筋,"lz 还是从 3 月份投递的美团，早就以为人招满了，没抱希望了，没想到昨天下午突然接到了一个山东的电话，当时正在给手机贴膜，吓得我都贴歪了，暴风哭泣.jpg，然后就约了一个半小时后开始面试，这次面试主要是根据简历来发问的，面试体验也挺好的，面试官会说清楚问题的条件之类的，然后根据你的回答来继续发问（真祸从口出），每当我回答完后，面试官总喜欢说了解了解，跟滴滴的面试官有的一拼，仿佛有种被摸透了的感觉(摊手.jpg),下面是我记录的面经，分享一下。
自我介绍
介绍下头条资讯网站的数据库表的设计，这个网站一共有几张表？
image 字段存的是一张图片吗？你这个上传的图片放在另外一个位置？
comment_count 字段是指对文章评论人数的统计是吗？它是放在评论表里面吗？
评论功能是只支持罗列型的评论是吧？比如说用户 A 给某一条新闻评论，然后支持用户 B 能对 A 的评论进行回复吗？
比如说 news 表有建索引吗？或者说项目中有用到索引吗？
简单说一下对索引的理解，或者说为什么数据库要有索引
了解 MySQL 中有哪些常用的索引引擎吗？
了解 Innodb 和 MyISAM 的差别吗？
除开使用 B+ 树实现的索引，还了解其他数据结构实现的索引吗？
详细说一下哈希索引和 B+ 树索引的区别
哈希索引不支持范围查询，对吧？
项目中封装用户信息的目的是什么？
项目中的拦截器是用的 Spring 的一个特性吗？
这里是需要认证用户相关的合法性是吗？
这个拦截器其实是一个 Spring AOP 思想的应用，简单介绍下 Spring AOP
Spring 已经用一些 Controller 支持了业务逻辑，为什么还要有 AOP 的存在？
为什么用 ThreadLocal 类来封装用户信息，不能用一些简单的类来实现你这个功能吗？
项目中有用到多线程吗？
简化了后续开发的成本是指通过拦截器简化了后续开发成本吗？
具体是什么功能需要异步化？
了解其他的消息中间件吗？
简单说下 Redis 的底层数据结构
简单说下 JVM 的内存模型
说一下 Java 虚拟机的类加载机制
Java jdk 中会有自己实现的一些类，比如 Integer 类，假设自己开发时也想开发一个同名的类，此时在类的加载过程中，JVM 是如何确定你使用的是哪一个类？
JVM 中可以管理对象，对象是有生命周期的，那么JVM 是如何确定一个对象是不是有引用的？
了解 JVM 的垃圾回收算法吗？
了解 JDK 1.8 的垃圾回收机制吗？
（从这里开始面试官开始根据简历随机发问了，摊手.jpg）
解释下为什么 TCP 创建连接时只需要 3 次握手，而释放连接时需要 4 次挥手？
了解跟 MyBatis 类似的一些框架吗？
MyBatis 中其实是有数据库连接池的，那么为什么要有数据库连接池？为什么不可以来一个我就创建一个 JDBC 连接？
MyBatis 支持事务吗？
看你简历写阅读过部分 JDK 源码，阅读过哪些源码？
说一下 ArrayList 和 LinkedList 的区别
有看过一些并发的集合吗？ 答：ConcurrentHashmap
你刚才说到了锁，为什么要在并发的时候使用锁这个东西呢？
在 ConcurrentHashmap 里面是如何实现锁这个机制的呢？
我们都知道 synchronized 和 cas 都是原生的或者说 jdk 自己支持的锁的机制，那你了解过一些其他实现并发包的机制吗？例如 Lock 框架
刚才提到锁，肯定存在一些异常场景，比如说死锁，那么你了解死锁避免的一些方法吗？
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-优选后端开发一，二面+HR面,"美团效率真的超高，8.8号美团笔试，ac3道。过了好久才收到面试，一度以为凉了，面试流程很快，一周不道。一面是我面试最久的一次了，整整两个小时，面试官面到后面笔记本电脑没电了，又打电话问了我两个操作系统的知识，一面总体是常见八股，无深入。二面面试官问的深入一些，很多问题答的不好，以为凉了。今天接到HR面，HR说面试通过了，一周能收到意向。太好了，感谢！
8.17 号15：00-17：05
1.算法题：LRU
2.项目介绍
3.项目中如何实现单点登录
4.项目中的分布式锁如何实现的
5.用过redission吗
6.电商系统一般有那几块服务
7.JAVA的三大特性
8.JVM内存模型
9.JVM内存结构
10.堆里面可以分代，还可以使用什么区分（G1中分region）
11.可以手动GC吗
12.new一个会放在哪个区
13.搜索树和红黑树对比
14.map接口下的类
15.JAVA里锁的区别
16.死锁解决办法及监测方法
17.mysql创建一个表需要注意什么
18.mysql的语句优化
19.TCP三次握手
20.操作系统段页式内存管理的寻址
21.写代码时候前应该如何思考
8.20号19：00-20：00
1.项目中下单和扣库存分布式任务怎么保证的
2.java hashcode和equals方法为什么需要两个一起重写
3.说一下collections下的接口以及队列常用方法
4.说一下map下的子类，为什么需要linkedhashmap 以及treemap的应用场景
5.jvm常用的垃圾回收器，以及新生代和老年代垃圾回收器的不同
6.为什么新生代用标记复制算法
7.中途一个算法题:有序数组第一个出现的目标数字的下标（二分法寻找左边界）
8.操场系统为什么有内核态和用户态
9.说一下aqs是怎么阻塞线程的
10.开启线程的方法
11.mysql的基本组成单元
12.mysql底层结构和隔离基本
13.线程中的异常如何处理
14.为什么数据库需要意向锁
8.23号 17：00-17：30
1.自我介绍
2.大学里最喜欢的科目和感觉比较难的科目，为什么觉得难
3.所做的项目遇到的难点，如何克服
4.大学里参加的比赛
5.最近学习的书
6.自己意向的公司
7.比较注重公司的什么特点
8.学习路线
9.未来发展规划
10.反问环节:新人培训，入职后能否换城市
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-点评社招凉筋,"有遇到过内存泄漏吗？你们是怎么解决的？这个前阵子确实遇到过一次，还算运气比较好。
java的基本类型有哪几个？String是不是java的基本类型？String为什么要是final类型的？
反射机制的底层实现是什么？动态呢？动态的实现原理？
hashmap了解吗？说一下hashmap相关的一些东西？
hashmap是线程安全的吗？为什么是线程安全的？
concureenthashmap了解吗？他是如何实现线程安全的？你刚才说1.8基于cas？cas的ABA问题怎么解决？
说一下JVM的线程模型？这些区域都分别是干啥用的？
java线程模型和jvm线程模型注意区分、总结下，网上很多文章都是错的。
说一下java类加载器的工作机制？类加载在那个区域进行的？
说一下java的线程模型？violate了解吗？他的原理是什么？violate是线程安全的吗？为什么不是？
保证线程安全的解决方法有哪些？说一说读写锁吧，读写锁的读
数据库的索引有哪几种？为什么要用B+树来做索引？
组合索引和几个单个的索引有什么区别？数据库的大表查询优化了解吗？
MVCC机制了解不？MVCC机制有什么问题？怎么去解决这个问题？
mysql慢语句调优做过吗？说说你是怎么做的？
redis了解吗？你说说怎么用redis实现分布式锁？
spring中Bean的作用域，springMVC的controller是线程安全的吗？怎么去保证线程安全呢？
消息队列有用过吗？说说你怎么用的？你这么用感觉不大对吧。。大写的尴尬。。
计算机网络了解吗？说一说TCP三次握手和四次挥手吧，感觉这个真的是计算机网络必考知识点啊，每次问到计算机网络都会问这个。
time_wait状态产生的原因是什么？，有什么危害？可以如何避免？
leetcode153. 寻找旋转排序数组中的最小值
假设按照升序排序的数组在预先未知的某个点上进行了旋转。
( 例如，数组 [0,1,2,4,5,6,7] 可能变为 [4,5,6,7,0,1,2] )。
请找出其中最小的元素。
你可以假设数组中不存在重复元素。
示例1:
输入: [3,4,5,1,2]
输出: 1
示例2:
输入: [4,5,6,7,0,1,2]
输出: 0
你手里有哪些offer了？最快什么时候能入职呢？还有什么问题想问的？然后说会有hr联系你，第二天就接到了hr约二面时间的通知。
总结下来，面试问的东西还是挺宽的，而且问的很细，一个知识点基本都是问到答不上来为止。还是有很多东西需要加强？在美团的面试中还是学到了一些东西。
首先还是问项目。问的比较细，比较全。
String，StringBuffer，StringBuilder的区别，为什么String是不可变的，StringBuffer和StringBuilder哪个是线程安全的，他们分别适用于什么场景。
java类加载过程是怎么样的，说一下volatile。
并发包了解吗？假如几个线程之间相互等待，可以用哪个并发类来实现，他的原理是什么？
数据库慢查询优化了解哪些？说了很多，面试官说假如这些都已经做好了还是很慢怎么办？最后不清楚问了下面试官，面试官主要想了解数据库分区的知识。
说一下spring容器的启动过程？
讲一下分布式锁，基于zookeeper实现和redis实现在性能上有什么差异？
kafka如何保证不丢消息又不会重复消费。了解大数据相关的一些技术吗？
最后写了道题，leetcode55. 跳跃游戏
给定一个非负整数数组，你最初位于数组的第一个位置。
数组中的每个元素代表你在该位置可以跳跃的最大长度。
判断你是否能够到达最后一个位置。
示例1:
输入: [2,3,1,1,4]
输出: true
解释: 我们可以先跳 1 步，从位置 0 到达 位置 1, 然后再从位置 1 跳 3 步到达最后一个位置。
示例2:
输入: [3,2,1,0,4]
输出: false
解释: 无论怎样，你总会到达索引为 3 的位置。但该位置的最大跳跃长度是 0 ， 所以你永远不可能到达最后一个位置。
最快什么时候能过来？有什么问题想问的？然后说后面有hr再和你联系。
1.面试官首先问了很多简历中的一些基本信息.画一下你这个项目与哪些工程交互，它在你们的产品中处于什么样一个位置
2.画一下你们这个项目的架构图，挑一个你觉得比较难的业务场景来讲一下，
3.你们这个项目中都遇到了哪些问题呢？说说你们最后都怎么解决的
写了一段代码，问这个代码最后输出什么？申请多大的内存空间，都在什么位置申请的
public class Test {
}
4.hashmap了解吗？他的set和get的时间复杂度是多少？为什么是O(1),说下详细过程，hashmap是线程安全的吗？
5.Jvm了解吗？jvm中哪些可以作为垃圾回收的gcroot?为什么呢？
6.什么时候能过来上班？然后就说等会hr面。
问了下基本情况，什么时候能过来，为什么想换工作？在上家的绩效和薪水情况，期望工资是多少
Java开发岗
美团C++开发面经
美团面试

ㅤ普通",
滴滴Java岗开发面经汇总,"本系列将提供滴滴Java岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看滴滴面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接。
不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【滴滴】Java岗-一天高效率面三轮
1. 【滴滴】Java岗-一天高效率面三轮
2. 【滴滴】Java岗-后端实习面筋分享
2. 【滴滴】Java岗-后端实习面筋分享
3. 【滴滴】Java岗-提前批(offer get!)
3. 【滴滴】Java岗-提前批(offer get!)
4. 【滴滴】Java岗-实习生一二面面经(已oc)
4. 【滴滴】Java岗-实习生一二面面经(已oc)
5. 【滴滴】Java岗-差点被赛码网搞崩心态
5. 【滴滴】Java岗-差点被赛码网搞崩心态
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-一天高效率面三轮,"大概记录一下，因为滴滴三面同一天，太难了。我觉得不记录一下对不起我饿着肚子不午休换来的面试。
早上11点一面，40min，之后直接二面通知，12点二面，又40min，之后1点三面，哭哭，饿着肚子，顶着困意，面试官还迟到了半个小时。最后三面一个点。但是三轮面试官人都挺好的，很有耐心。
一面偏向于自由发挥（也可能是我太自由了）
写个简单的二叉树中序遍历
介绍一下项目，讲一下业务流程
讲一下JVM的了解（从内存结构说到类加载说到垃圾回收，疯狂背课文）
讲一下mybatis使用遇到的问题
说一下mysql的了解（感觉又背了快七八分钟吧）
讲一下线程池的了解（再次吟唱）
平常通过什么途径学习的java，需要学习一项新技术你是什么样的思路
怎么和同事进行一个项目的推进
面试官总结：基础不错，学习能力也ok，项目没有落地，可以接受
二面偏向考察逻辑了，大多数是设计类的问题
讲一下项目吧
java的基础（三大特性）
如果让你抽象一个面试，怎么抽象（先答的抽象面试官和候选人，后来让抽象面试的接口）
如何设计让同一个面试官的面试时间不会冲突？（加锁，问还有什么方案，线程池？）
为什么需要线程安全？会出现哪些问题？
介绍一下自己平常有总结的类图？（大概就是包、类的继承关系吧）
如何实现一个扑克牌的洗牌的功能？
如何实现的查询某一门科目班级的分数情况，要求有序（一开始说mysql，不让用，要对象实现，成员变量和排序吧）
讲一下快排的思路
内部类都有哪些？有什么好处？什么场景下使用
函数式接口了解吗？讲一下，有什么好处
如何设计一个电梯的调度系统（尴尬，全程瞎扯，面试官不满意，说我可能对题意不是很清楚，最后就算了）
面试官总结：对于已经学过的东西掌握不错，java抽象也可以，学过的数据结构和算法也能够有意识的去应用，但是对于实际问题的剖析找不到切入点和重点，解决问题的思路有待加强，但问题不大。
偏实际需求了，然后被吊打
说一下项目吧（一个烂大街的秒杀被要求讲三遍，我是崩溃的），讲一讲在其中主要的收获
如何解决mysql访问量大的问题
行锁和表锁平常是怎么使用的
讲一下线程同步的语义？（忘记怎么说了，最后问的就是哪些方法线程同步）
大概讲一下各个语义是怎么实现的
线程安全大概讲一下，可能出现什么问题，从jvm层面来说呢？（堆）
一个2GB的数据表，如何去掉重复的数据，或者可能重复的数据，需要考虑哪些问题？（瞎扯+不会）
一个百万条的日志记录，如何从中找出排名前4的用户（说的的滴滴司机接单量）（瞎扯+不会）
k个一组反转链表（力扣25）（写了半天，写个空指针异常，面试官问要不要放弃，想了想，快一个小时了，累了，放弃了，面试官嫌我代码写的乱，让讲一下）
面试官总结：还是挺聪明的（表面安慰一下），但是实际业务方面写的太少了，光看是没有用的。业务方面的话多加强一下吧（实际直接劝退）
自己总结：一面感觉还行，二面感觉勉勉强强，三面直接拉闸。但是我还是祈愿一下，能有个hr面。
最后，滴滴约时间千万不要约半晌的，不然你可能吃不上饭
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-后端实习面筋分享,"早上连着两面，下午一面，面试体验贼好，面试官会引导着问你，是滴滴统一面试，没有分部门
而且不是直接问八股文，通过场景引出八股文
穿插着问了一些项目细节和职业规划
1.Spring IOC和AOP原理
2.写一个jdk动态代理例子
3.redis数据类型
4.现在有一个大文件怎么尽快的写到redis里面（提示我说用pipeline，我没听过）
5.数据库三范式，核心是什么，为什么有三范式
1.操作系统io的过程，详细说包括用户态内核态转换
2.比如阻塞io，java在调用read之后发生了什么
3.广播多播单播任播的概念和应用场景（提示我nginx上的多播）
4.nginx怎么实现负载均衡
5.比如有5亿用户，系统内存4g，要判断用户状态，该用怎样的数据结构和算法(布隆过滤器，然后就不用分批读，4g内存装得下)
6.一个文件里有几百万行关于用户的数据，要建立姓名和性别的聚簇索引，什么思路
7.比如性别男为0女为1，为什么性别应该接在姓名后面（因为性别只有两种，对索引优化是起不到什么作用的，粒度太大）
8.你觉得你在性格上有哪些优点
1.浏览器输入url到页面显示过程
2.http和https的区别以及https的握手过程
3.假如以前12306就一台服务器提供一个单进程的服务，现在人越来越多了，假设服务器性能足够，该怎么优化（网络上采用IO多路复用，单进程改为多线程和协程）
4.多线程会产生什么问题
5.设计个12306的关于买票的数据结构（车次，站，座位）
6.如何在这个数据结构上加锁控制并发
7.用户怎么根据车站查找车次
大部分都是场景题，面试体验很好，感觉比较注重你解决问题的思路
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-提前批(offer get!),"自我介绍
学习Java的方法
三次握手四次挥手（状态改变）
dns协议
concurrentHasmap、HashMap、HashTable（实现原理、底层结构、性能差异原因）
JVM内存分区
垃圾回收（回收算法，原因）
synchronized（锁升级）
mysql事务（特性、存在的问题、解决方式、隔离级别）
算法：快排，分析时间复杂度
反问
体验：有史以来体验最佳的面试，面试官提出一个点然后自己发散说就行，有什么问题面试官会指出
自我介绍
学过哪些课
做两道题：
1.第一天1元，后面两天每天2元，后面三天每天3元。。。第n天收益（写了个说复杂度需要改进）
2.排序+数组合并，用的快排和双指针
介绍项目
访问量大的情况怎么解决（没接触过，只说了个消息队列不知道对不对）
说说设计模式
Spring的IOC和AOP
让你实现AOP需要写哪些代码，十行以内（没思路，就说了下用反射）
多线程写一个死锁
反问
体验：回答的时候面试官会附和你，并肯定你的回答，感觉很好
自我介绍
详细介绍科研项目
详细介绍Java项目
说说项目的架构、数据库设计的思想
题目：二进制1的个数
反问
体验：别的不说面试体验一如既往的好
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-实习生一二面面经(已oc),"11/3中午一点半收到hr电话，说通过了。
11/2下午三点时长一个小时，zoom，代码共享屏幕写：
简单自我介绍+项目
先写个算法题：两个二叉树合并，值相加，或者创建一个新树或者用原来的合并，递归和不递归的区别？
看一段代码：常见的Integer==问题输出什么？equals 和==？
问HashMap、hashtable、concurrentHashmap区别，分别讲讲，会有什么问题、什么异常，期间说完hashmap的时候打断问：如果你自己处理会怎么解决并发的问题，顺着说了concurrentHashmap 的做法。
进程和线程的区别?
讲一讲线程池？线程池的好处？
mysql的索引怎么实现的
如果a,b有索引，c没有，我一个while查询条件里面用 c and a=xx ,b==xx，能用索引吗？模糊查询有索引吗？%在前后区别？
索引一定越多越好吗?
mysql事务的隔离级别，对应的隔离级别解决了什么问题
mysql的查询优化，自己有总结方法吗?
知道sql注入吗？怎么解决？mybatis是怎么解决的？
说说你熟悉的设计模式？为什么要有设计模式？
linux 常用命令说一说？
git 常用命令说一说？
11/2下午五点半点，时长四十分钟，zoom，代码共享屏幕写：
项目。问怎么实现的，因为我的项目其实很垃圾，就是个java web，没什么技术含量，面试官就从怎么总体设计架构、模块划分、数据块设计问了些。
mysql索引、如何优化
jvm内存区域，垃圾回收器
写个算法题，删除链表的倒数第 n 个节点，要求时间  O(n)，空间 O(1)；
然后就是一些别的感性问题，未来发展等等。
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-差点被赛码网搞崩心态,"自我介绍
怼项目
apollo
流程介绍
客户端如何与服务端进行连接
业务端如何与客户端连接，需要的信息
手撕
二叉树中序遍历
1-N的硬币，1-N个人从每个硬币走过，如果硬币编号可以整除人编号，硬币翻面，求最后被翻面朝上的硬币有哪些（说思路）
sql
redis
应用场景
跳表
设计模式
工厂，单例，责任链，策略模式应用场景
自我介绍
策略模式
java
hashmap结构
红黑树的限制条件
gc
说垃圾回收器
mysql
索引失效
索引结构
使用的框架，中间件
自我介绍
进程和线程
区别
多线程问题
锁
计网
http与tcp区别
长连接与短连接
time wait，过多怎么办
数据库
使用注意事项
什么情况不建议使用索引
索引结构
隔离级别
幻读
快照读与当前读如何避免幻读
手撕
100万个ip地址，如何存这些ip地址，需要加入ip地址及判断ip地址是否存在，如何做
ipv4转int
兴趣爱好
优点和缺点
职业规划
Java开发岗
滴滴面试

ㅤ普通",
Shopee Java岗开发面经汇总,"本系列将提供Shopee Java岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看Shopee面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【Shopee】Java岗-一、二面面经(已意向）
1. 【Shopee】Java岗-一、二面面经(已意向）
2. 【Shopee】Java岗-社招面试经历
2. 【Shopee】Java岗-社招面试经历
3. 【Shopee】Java岗-呜呜呜三轮面试凉经
3. 【Shopee】Java岗-呜呜呜三轮面试凉经
4. 【Shopee】Java岗-后端面经总结
4. 【Shopee】Java岗-后端面经总结
5. 【Shopee】Java岗-后台开发工程师实习生
5. 【Shopee】Java岗-后台开发工程师实习生
Java开发岗
Shopee面试

ㅤ普通",
【Shopee】Java岗-一、二面面经(已意向）,"感觉是个不会JAVA的面试官，疯狂在电脑上面找题目问我，整体面试体验还行，但是实验室好几个小伙伴，都觉得体验不错，第二天就收到感谢信 ?
hashmap的实现原理
volatile关键字
线程池的创建方式，还有参数是什么意义
JVM内存分配与回收策略
常用的数据结构
优先级队列的实现原理
满二叉树、完全二叉树、二叉搜索树
TCP和UDP的区别
三次握手、四次挥手
三次握手建立状态分别是什么时候
TCP/IP如何保证可靠传输
聚集索引和非聚集索引
MySQL索引的最左匹配原则
单个索引可以用到最左匹配吗
MySQL乐观锁悲观锁
IO多路复用的原理
长度未知的链表，删除倒数第五个节点
编程题 跳跃游戏II
有后续再来更。
8.14 共40min
直接上来问项目
项目里面mysql的索引为什么选择hash，用的什么引擎
mysql怎么建表的
mysql的索引怎么设计的，为什么选择这个设计方式
博客项目里面的评论的表怎么设计的
redis数据结构
redis的内存不足怎么办（主要想听集群这个答案，我说了内存替换）
redis主从机制
怎么建立多主机的redis集群
后面的问题忘了
编程题：合并K个升序链表
这一面主要偏场景，还有设计的原理，主要是上来都没让我自我介绍，就感觉猝不及防，后续也没收到感谢信和HR面试通知，估计在池子里了
8.19 20min（昨天给我打电话没接）
确认了本硕学历是不是全日制
本科排名和硕士排名
后端项目及难点
自我评价，优点和缺点
怎么解决缺点带来的问题
第一份工作看重什么
前面面试的体验
现在投了哪些公司，拿到了什么offer
了解过虾皮哪些
如果都给offer了去哪（铁定虾皮！！！），为什么（讲了一下学姐在虾皮，自由，包容等等）
后面进入流程审批，9月初给回复
反问环节
许愿offer！！！ballball了！！！
8.31 号收到意向书啦！
Java开发岗
Shopee面试

ㅤ普通",
【Shopee】Java岗-社招面试经历,"1、MySQL中常用存储引擎有哪些？它们相互之间有什么区别？
2、MySQL 索引在什么情况下会失效？
（1）当使用like关键字时，如果查询条件以%开头，索引无效；当like前缀没有%，后缀有%时，索引依然有效。
（2）当使用or关键字时，or语句前后没有同时使用索引或当or关键字左右查询字段只有一个是索引，该索引失效，只有当or左右查询字段均为索引时，才会生效。
（3）使用组合索引时，如果查询条件不包括该组合索引全部字段或查询条件不是该组合索引左边第一个字段时，索引失效。
（4）数据类型出现隐式转化。如某个索引字段的数据类型为varchar，查询内容为123，如不加引号的话可能会自动转换为int型，使索引无效，产生全表扫描。
（5）在索引字段上使用not及运算符
（6）对索引字段进行计算操作、字段上使用函数，索引失效。
3、innodb 与myisam 的区别？
4、MySQL 的索引模型；
5、MySQL 主从同步怎么搞的？分哪几个过程？如果有一台新机器要加到从机里，怎么个过程。
6、乐观锁与悲观锁的区别？
7、binlog 日志是 master 推的还是 salve 来拉的？
8、redis 持久化有哪几种方式，怎么选？
9、redis 主从同步是怎样的过程？
10、redis 的 zset 怎么实现的？
11、redis key 的过期策略
12、hashmap 是怎样实现的？
13、tcp 的握手与挥手；
14、select 和 epoll的区别；
15、http与https的区别？
（1）HTTP 是超文本传输协议，信息是明文传输，HTTPS 则是具有安全性的ssl加密传输协议
（2）HTTP 和 HTTPS 使用的是完全不同的连接方式用的端口也不一样,前者是80,后者是443。
（3）HTTP 的连接很简单,是无状态的
（4）HTTPS 协议是由SSL+HTTP协议构建的可进行加密传输、身份认证的网络协议 要比 HTTP 协议安全
（5）HTTPS 内容传输经过完整性校验
（6）HTTPS 内容经过对称加密，每个连接生成一个唯一的加密密钥
（7）HTTPS 第三方无法伪造服务端（客户端）身份
16、raft算法和zk选主算法；
17、Kafka 选主怎么做的？
18、kafka 与 rabbitmq区别；
19、kafka 分区怎么同步的？
20、kafka 怎么保证不丢消息的？
21、kafka 为什么可以扛住这么高的qps？
22、http各种返回码，401和406啥区别？
23、redis哨兵和集群；
24、kafka partition broker consumer consumer group topic 等都是啥关系？
26、手撕代码。牛客题霸上的原题，可以去看看：NC58 找到搜索二叉树中两个错误的节点。
27、两个单向链表，返回求和后的链表结构，例如2->3->1->5，和3->6，结果返回2->3->5->1
Java开发岗
Shopee面试

ㅤ普通",
【Shopee】Java岗-呜呜呜三轮面试凉经,"笔试 2.7 / 3
30min
自我介绍
Redis基本数据结构
Redis中用来去重的结构 map set
场景: 单词 – 频率的对应关系，什么结构存省空间(提示压缩算法: 没想出来)
Map有哪些实现，HashMap原理
说说双亲委派机制
数据库索引 聚簇和非聚簇 覆盖索引
最左前缀原则，给个例子
用过哪些数据库 关系型、非关系型、分布式数据库？what
Mysql应用场景，nosql应用场景
TCP三次握手，不两次？四次挥手不三次？
进程通信方式
对称、非对称加密概念，为啥https先非对称再对称。对称、非对称的具体算法有哪些？
SQL注入，防范
看了笔试，不考算法了
38min
自我介绍
共享变量long，的原子性、可见性。怎么解决
JDK设计模式，说说IO包中的设计模式。装饰器模式作用，具体代码中怎么实现的
float会用到金融中吗
Redis架构，单线程网络模型是怎么做的，Redis集群有几个节点(三主三从)
跳表是什么结构
10个 1G文件，100M排序
Springboot相比spring的区别，为啥能配置的更少，starter原理
项目技术栈，难点
技术规划
对现在公司和shopee的看法
8.19 30min
对前两面面试官的评价
为啥转行，出于什么考虑 (化学系专业?)
学习过程
实习最有挑战的事情
实习最大收获
相对于其他同学竞争力在哪里
还投递了哪些公司，怎么选择
个人感觉面试都答得挺好，HR面挂。还是太菜了
Java开发岗
Shopee面试

ㅤ普通",
【Shopee】Java岗-后端面经总结,"背景：本人2019届毕业的，在第一家公司干了不到两年，去年11月带我的一个领导走了，后来我开始想换个工作环境，于是在今年元旦开始着手准备，白天上班，晚上复习，为今年的金三银四做准备，虽然过程有点累，但是值得！
现已顺利入职虾皮，在此记录和分享一下自己的面经，希望对各位有所帮助！
3.14 60+分钟
自我介绍，然后问了java基础、网络、mysql、多线程等基础知识，还有框架和分布式的一些知识，做了一道算法题，记不太全了，尽量回忆一下吧。。。
说下java的集合，List,Set,Map三者的区别
ArrayList、Vector、LinkedList有什么区别
hashmap原理，底层数据结构、扩容机制，双链表和红黑树的时间复杂度是多少，有什么优缺点，为什么1.8源码达到阈值要转
hashmap是线程安全的吗？如何实现线程安全呢？怎样提高读写性能
concurrentHashmap除了分段锁，还能实现更细粒度的线程安全吗
谈下你对JVM的理解、 JVM GC有哪几种算法，分别适用于什么场景、分配担保机制、新生代为什么是两个幸存者区域，可以改进吗？
什么是协程、线程、进程，并发和并行有什么区别、线程的生命周期和状态
深拷贝、浅拷贝
TCP三握四挥
OSI七层模型包括哪些
数据库ACID、隔离机制、B树和B+树、一条sql的执行过程，做过优化吗？
Redis为什么快？ 缓存穿透、雪崩、主从复制，实际应用中还碰到过哪些问题
springboot启动原理，设计模式，让你自己写一个的话，你觉得该怎么设计
分布式、RAFT协议以及在实际的应用场景
然后开始聊了下项目，大概聊了20多分钟，对自己负责的模块问的很细，建议各位在这块多多思考，做足准备，免得跟我一样，在问到项目的优化时，答的不太好，心态差点崩了…
算法题：二叉树的层次遍历
3.14
线程池了解吗？ 如果让你设计一个线程池如何设计（上来就暴击…）
然后开始问项目，项目扒了个遍，二面整个过程聊得感觉还可以。
算法题：相交链表
Hr面：常规问题，有没有拿到其他公司offer，薪资，到岗情况等，然后还介绍一下虾皮的福利，传说中的1075，15天年假，货真价实的弹性上班，确实很棒！
祝大家都能拿到心仪的offer！
Java开发岗
Shopee面试

ㅤ普通",
