问题,回答,所属分类
init 和new的区别？,"当我们使用「类名()」创建对象的时候，Python 解释器会帮我们做两件事情：第一件是为对象在内存分配空间，第二件是为对象进行初始化。「分配空间」是new 方法，初始化是init方法。
new 方法在内部其实做了两件事情：第一件事是为「对象分配空间」，第二件事是「把对象的引用返回给 Python 解释器」。当 Python 的解释器拿到了对象的引用之后，就会把对象的引用传递给 init 的第一个参数 self，init 拿到对象的引用之后，就可以在方法的内部，针对对象来定义实例属性。
之所以要学习 new 方法，就是因为需要对分配空间的方法进行改造，改造的目的就是为了当使用「类名()」创建对象的时候，无论执行多少次，在内存中永远只会创造出一个对象的实例，这样就可以达到单例设计模式的目的。
Python基础

ㅤ普通",
Python 的变量、对象以及引用？,"首先把结论抛出来：
以下是具体解释：
在 Python 中使用变量的时候不需要提前声明变量及其类型，变量还是会正常工作。在 Python 中，这个是以一种非常流畅的方式完成，下面以 a = 1 为例我们来看一下它到底是个什么情况。
首先是怎么知道创建了变量：对于变量 a，或者说是变量名 a，当程序第一次给它赋值的时候就创建了它，其实真实情况是 Python 在代码运行之前就先去检测变量名，我们不去具体深究这些，你只需要当作是「最开始的赋值创建了变量」。
再者是怎么知道变量是什么类型：其实这个很多人都没有搞清楚，「类型」这个概念不是存在于变量中，而是存在于对象中。变量本身就是通用的，它只是恰巧在某个时间点上引用了当时的特定对象而已。就比如说在表达式中，我们用的那个变量会立马被它当时所引用的特定对象所替代。
上面这个是动态语言明显区别于静态语言的地方，其实对于刚开始来说，如果你适应将「变量」和「对象」分开，动态类型你也就可以很容易理解了。
我们还是以 a = 1 为例，其实从上面的讲述中，我们很容易的可以发现对于 a = 1 这个赋值语句 Python 是如何去执行它的：创建一个代表值 1 的对象 –> 创建一个变量 a –> 将变量 a 和对象 1 连接。 下面我用一个图来更清晰的表示一下：
由上图我们可以看出，变量 a 其实变成了对象 1 的一个引用。如果你学过指针的话，你就会发现在内部「变量其实就是到对象内存空间的一个指针」。
同样还是上图，我们还可以看出在 Python 中「引用」是从变量到对象的连接，它就是一种关系，在内存中以指针的形式实现。
Python基础

ㅤ普通",
Python 里面如何生成随机数？,"在 Python 中用于生成随机数的模块是 random，在使用前需要 import. 如下例子可以酌情列举：
random.random()：生成一个 0-1 之间的随机浮点数
random.uniform(a, b)：生成[a,b]之间的浮点数
random.randint(a, b)：生成[a,b]之间的整数
random.randrange(a, b, step)：在指定的集合[a,b)中，以 step 为基数随机取一个数
random.choice(sequence)：从特定序列中随机取一个元素，这里的序列可以是字符串，列表，元组等。
Python基础

ㅤ普通",
Python 是强语言类型还是弱语言类型？,"Python 是强类型的动态脚本语言。

  强类型：不允许不同类型相加。 动态：不使用显示数据类型声明，且确定一个变量的类型是在第一次给它赋值的时候。 脚本语言：一般也是解释型语言，运行代码只需要一个解释器，不需要编译。

Python基础

ㅤ普通",
谈一下什么是解释性语言，什么是编译性语言？,"计算机不能直接理解高级语言，只能直接理解机器语言，所以必须要把高级语言翻译成机器语言，计算机才能执行高级语言编写的程序。
解释性语言在运行程序的时候才会进行翻译。
编译型语言写的程序在执行之前，需要一个专门的编译过程，把程序编译成机器语言（可执行文件）。
Python基础

ㅤ普通",
Python 中有日志吗?怎么使用？,"Python 中有日志，Python 自带 logging 模块，调用 logging.basicConfig()方法，配置需要的日志等级和相应的参数，Python 解释器会按照配置的参数生成相应的日志。
补充知识：
Python 的标准日志模块
Python 标准库中提供了 logging 模块供我们使用。在最简单的使用中，默认情况下 logging 将日志打印到屏幕终端，我们可以直接导入 logging 模块，然后调用 debug，info，warn，error 和 critical 等函数来记录日志，默认日志的级别为 warning，级别比 warning 高的日志才会被显示（critical > error > warning > info > debug），「级别」是一个逻辑上的概念，用来区分日志的重要程度。
上述代码的执行结果如下所示：
我在上面说过，用 print 的话会产生大量的信息，从而很难从中找到真正有用的信息。而 logging 中将日志分成不同的级别以后，我们在大多数时间只保存级别比较高的日志信息，从而提高了日志的性能和分析速度，这样我们就可以很快速的从一个很大的日志文件里找到错误的信息。
配置日志格式
我们在用 logging 来记录日志之前，先来进行一些简单的配置：
运行上面的代码以后，会在当前的目录下新建一个 test.log 的文件，这个文件中存储 info 以及 info 以上级别的日志记录。运行一次的结果如下所示：
上面的例子中，我是用 basicConfig 对日志进行了简单的配置，其实我们还可以进行更为复杂些的配置，在此之前，我们先来了解一下 logging 中的几个概念：
上述三者的关系是：一个 Logger 使用一个 Handler，一个 Handler 使用一个 Formatter。那么概念我们知道了，该如何去使用它们呢？我们的 logging 中有很多种方式来配置文件，简单的就用上面所说的 basicConfig，对于比较复杂的我们可以将日志的配置保存在一个配置文件中，然后在主程序中使用 fileConfig 读取配置文件。
基本的知识我们知道了，下面我们来做一个小的题目：日志文件保存所有 debug 及其以上级别的日志，每条日志中要有打印日志的时间，日志的级别和日志的内容。请先自己尝试着思考一下，如果你已经思考完毕请继续向下看：
上述代码的一次运行结果如下：
我刚刚在上面说过，对于比较复杂的我们可以将日志的配置保存在一个配置文件中，然后在主程序中使用 fileConfig 读取配置文件。下面我们就来看一个典型的日志配置文件（配置文件名为 logging.conf）：
在上述的日志配置文件中，首先我们在 [loggers] 中声明了一个叫做 root 的日志记录器（logger），在 [handlers] 中声明了一个叫 logfile 的日志处理器（handler），在 [formatters] 中声明了一个名为 generic 的格式化（formatter）。之后在 [logger_root] 中定义 root 这个日志处理器（logger） 所使用的日志处理器（handler） 是哪个，在 [handler_logfile] 中定义了日志处理器（handler） 输出日志的方式、日志文件的切换时间等。最后在 [formatter_generic] 中定义了日志的格式，包括日志的产生时间，级别、文件名以及行号等信息。
有了上述的配置文件以后，我们就可以在主代码中使用 logging.conf 模块的 fileConfig 函数加载日志配置：
上述代码的运行一次的结果如下所示：
Python基础

ㅤ普通",
Python 是如何进行类型转换的？,"内建函数封装了各种转换函数，可以使用目标类型关键字强制类型转换，进制之间的转换可以用 int(‘str’，base=’n’)将特定进制的字符串转换为十进制，再用相应的进制转换函数将十进制转换为目标进制。
可以使用内置函数直接转换的有：
Python基础

ㅤ普通",
Python 中的作用域？,"Python 中，一个变量的作用域总是由在代码中被赋值的地方所决定。当 Python 遇到一个变量的话它会按照这的顺序进行搜索：
本地作用域(Local)—>当前作用域被嵌入的本地作用域(Enclosing locals)—>全局/模块作用域 (Global)—>内置作用域(Built-in)。
Python基础

ㅤ普通",
什么是 Python 自省？,"Python 自省是 Python 具有的一种能力，使程序员面向对象的语言所写的程序在运行时,能够获得对象的类 Python 型。
Python 是一种解释型语言，为程序员提供了极大的灵活性和控制力。
Python基础

ㅤ普通",
什么是 Python 的命名空间？,"命名空间，又名 namesapce，是在很多的编程语言中都会出现的术语，趁着这个题顺便给大家仔细介绍一下。
全局变量 & 局部变量
全局变量和局部变量是我们理解命名空间的开始，我们先来看一段代码：
这段代码输出的结果如下：
从上述的结果中可以看出，运行 func()，输出的是 func() 里面的变量 x 所引用的对象 3，之后执行的是代码中的最后一行。这里要区分清楚，前一个 x 输出的是函数内部的变量 x，后一个 x 输出的是函数外的变量 x，两个变量互相不影响，在各自的作用域中起作用。
那个只在函数内起作用的变量就叫 “局部变量”，有了 “局部” 就有相应的 “全部”，但是后者听起来有歧义，所以就叫了 “全局”。
这段代码中比上段代码多加了一个 global x，这句话的意思是在声明 x 是全局变量，通俗点说就是这个 x 和 函数外的 x 是同一个了，所以结果就成了下面这样：
这样乍一看好像全局变量好强，可以管着函数内外，但是我们还是要注意，全局变量还是谨慎使用的好，因为毕竟内外有别，不要带来混乱。
作用域
作用域，用比较直白的方式来说，就是程序中变量与对象存在关联的那段程序，比如我在上面说的， x = 2 和 x = 3 是在两个不同的作用域中。
通常的，作用域是被分为静态作用域和动态作用域，虽然我们说 Python 是动态语言，但是它的作用域属于静态作用域，即 Python 中的变量的作用域是由该变量所在程序中的位置所决定的。
在 Python 中作用域被划分成四个层级，分别是：local（局部作用域），enclosing（嵌套作用域），global（全局作用域）和 built – in（内建作用域）。对于一个变量，Python 也是按照之前四个层级依次在不用的作用域中查找，我们在上一段代码中，对于变量 x，首先搜索的是函数体内的局部作用域，然后是函数体外的全局作用域，至于这段话具体怎么来理解，请看下面的例子：
上述代码运行的结果是：
仔细观察一下上面的代码和运行的结果，你就会发现变量在不同的范围内进行搜索的规律，是不是感觉这些都是以前被你忽略的呢？
命名空间
《维基百科》中说 “命名空间是对作用域的一种特殊的抽象”，在这里我用一个比方来具体说明一下：
比如张三在公司 A，他的工号是 111，李四在公司 B，他的工号也是 111，因为两个人在不同的公司，他们俩的工号可以相同但是不会引起混乱，这里的公司就表示一个独立的命名空间，如果两个人在一个公司的话，他们的工号就不能相同，否则光看工号也不知道到底是谁。
其实上面举的这个例子的特点就是我们使用命名空间的理由，在大型的计算机程序中，往往会出现成百上千的标识符，命名空间提供隐藏区域标识符的机制。通过将逻辑上相关的标识符构成响应的命名空间，可以使整个系统更加的模块化。
我在开头引用的《维基百科》的那句话说 “命名空间是对作用域的一种特殊的抽象”，它其实包含了处于该作用域内的标识符，且它本身也用一个标识符来表示。在 Python 中，命名空间本身的标识符也属于更外层的一个命名空间，所以命名空间也是可以嵌套的，它们共同生活在 “全局命名空间” 下。
简言之，不同的命名空间可以同时存在，但是彼此独立，互不干扰。当然了，命名空间因为其对象的不同也有所区别，可以分为以下几种：
程序查询命名空间的时候也有一套顺序，依次按照本地命名空间 ，全局命名空间，内置命名空间。
访问本地命名空间使用 locals 完成，我们来看一下结果：
从上面的结果中可以看出，命名空间中的数据存储的结构和字典是一样的。可能你已经猜到了，当我们要访问全局命名空间的时候，可以使用 globals。
关于命名空间还有一个生命周期的问题，就是一个命名空间什么时候出现，什么时候消失，这个很好理解，就是哪部分被读入内存，哪部分的命名空间就存在了，比如我们在上面说的，Python 启动，内置命名空间就建立。
Python基础

ㅤ普通",
你所遵循的代码规范是什么？,"PEP 8 编码风格
Python 代码从第一眼看上去，给人的感觉就是简洁优美，可读性强，也就是我们日常所说的「高颜值」。一方面是因为 Python 自身的优秀设计，比如统一的锁进，没有多余的符号从而让代码变的更加简洁；另一方面就是因为它有着一套较为统一的编码风格，当然它本身只是编码风格方面的建议而不是强制，相应的在编写 Python 代码的编辑器自动提供 PFP 8 检查，当你编写的代码违反了 PEP 8 规范的时候，会给出警告信息和修正的建议。与此同时，还有专门的检查工具对 Python 的代码风格进行检查。
由上，还是建议在编写 Python 代码的时候都遵循 PEP 8 编码规范，毕竟你以后不可能是只一个人写代码，未来不论是在公司或者某些开源项目中，作为其中的一份子，肯定还是要在风格上向大众看齐的。
PEP 8 编码规范详细的给出了 Python 编码的指导，包括什么对齐啦，包的导入顺序啦，空格和注释啦还有命名习惯等方方面面，并且还有详细的事例。
下面我以「包」的导入为例，看一下 PEP 8 给出的具体编程指导。在 Python 中， import 应该一次只导入一个模块，不同的模块应该独立一行：
反面例子：
如果想要从一个模块里面导入多个，也可以像下面这样：
import 语句应该处于源码文件的顶部，位于模块注释和文档字符串之后，全局变量和常量之前。在导入不同的库的时候，应该按照以下的顺序分组，各个分组之间以空行分隔：
具体事例如下所示：
Python 中还支持相对导入和绝对导入，在这里还是强推绝对导入。因为绝对导入的可读性更好一些，也不容易出错，即使出错了也会给出更加详细的错误信息。具体如下所示：
当然除了上述以外还有更多对于包的规范的描述，PEP 8 的编码风格指导比较长，并且写的非常详细，所以我就不在这一一介绍了，详细的可以参考 Python 官网上的资料。
pycodestyle 检查代码规范
我在上面说过 PEP 8 只是官方给出的 Python 编码规范，并没有强制要求大家都遵守，但是又由于大家都在用，所以它也就变成了事实上的 Python 代码风格标准，既然都是标准了，那么就应该有工具来检查这个标准，这样可以帮助 Python 小白规范自己的代码，也可以帮助大家在开源或者工作中形成统一的代码风格。
为了达成上述的目的，官方提供了同名的命令行工具来检查 Python 代码是否违反了 PEP 8 规范，并且对违反规范的地方给出了相应的提示信息。
规范的名字是 PEP 8 ，这个检查代码风格的命令行工具叫 pep8，这个很容易引起大家的困惑，因此 Python 之父建议将 pep8 重新命名为 pycodestyle，下面我们来看一下 pycodestyle 的用法。
首先通过 pip 安装一下：
对一个或者多个文件运行 pycodestyle，打印检查报告：

通过 –show-source 显示不符合规范的源码，以便程序员进行修改，具体如下所示：

autopep8 格式化代码
autopep8 能够将 Python 代码自动格式化为 PEP 8 风格，它使用 pycodestyle 工具来决定代码中的哪部分需要被格式化，这能够修复大部分 pycodestyle 工具中报告的排版问题。autopep8 本身也是一个用 Python 写的工具，所以我们还是可以用 pip 直接安装：
它的使用方式也很简单，具体如下所示：
上述代码如果不带 –in-place 的话，会将 autopep8 格式化以后的代码直接输出到控制台。我们可以用这种方式检查 autopep8 的修改，使用 –in-place 则会直接将结果保存到源文件中。在这我继续用上面的例子中用到的 py 文件，具体如下所示：

上面的例子中，autopep8 顺利的修复了所有的问题，但是如果你这个时候查看源文件的话，你会发现源文件的内容还是和原来一样，并没有被修改。这个时候我们就要用到 –in-place，加上这个选项将不会有任何输出， autopep8 会直接修改源文件。
Python基础

ㅤ普通",
关于 Python 程序的运行方面，有什么手段能提升性能？,"1、使用多进程，充分利用机器的多核性能
2、对于性能影响较大的部分代码，可以使用 C 或 C++ 编写
3、对于 IO 阻塞造成的性能影响，可以使用 IO 多路复用来解决
4、尽量使用 Python 的内建函数
5、尽量使用局部变量
Python基础

ㅤ普通",
dict 的 items() 方法与 iteritems() 方法的不同？,"items方法将所有的字典以列表方式返回，其中项在返回时没有特殊的顺序
iteritems方法有相似的作用，但是返回一个迭代器对象
Python基础

ㅤ普通",
4G 内存怎么读取一个 5G 的数据？,"方法一：
通过生成器，分多次读取，每次读取数量相对少的数据（比如 500MB）进行处理，处理结束后 在读取后面的 500MB 的数据。
方法二：
可以通过 linux 命令 split 切割成小文件，然后再对数据进行处理，此方法效率比较高。可以按照行 数切割，可以按照文件大小切割。

  　　在Linux下用split进行文件分割： 模式一：指定分割后文件行数 对与txt文本文件，可以通过指定分割后文件的行数来进行文件分割。 命令：split -l 300 large_file.txt new_file_prefix 模式二：指定分割后文件大小 split -b 10m server.log waynelog

Python基础

ㅤ普通",
输入某年某月某日，判断这一天是这一年的第几天？,"使用 Python 标准库 datetime
“`
import datetime
def dayofyear():
    year = input(“请输入年份：”)
    month = input(“请输入月份：”)
    day = input(“请输入天：”)
    date1 = datetime.date(year=int(year)，month=int(month)，day=int(day))
    date2 = datetime.date(year=int(year)，month=1，day=1)
    return (date1-date2+1).days
Python基础

ㅤ普通",
说明一下 os.path 和 sys.path 分别代表什么？,"os.path 主要是用于对系统路径文件的操作。
sys.path 主要是对 Python 解释器的系统环境参数的操作（动态的改变 Python 解释器搜索路径）。
Python基础

ㅤ普通",
Python 中的 os 模块常见方法？,"os.remove() 删除文件
os.rename() 重命名文件
os.walk() 生成目录树下的所有文件
os.chdir() 改变目录
os.mkdir/makedirs 创建目录/多层目录
os.rmdir/removedirs 删除目录/多层目录
os.listdir() 列出指定目录的文件
os.getcwd() 取得当前工作目录
os.chmod() 改变目录权限
os.path.basename() 去掉目录路径，返回文件名
os.path.dirname() 去掉文件名，返回目录路径
os.path.join() 将分离的各部分组合成一个路径名
os.path.split() 返回（dirname(),basename())元组
os.path.splitext() 返回(filename,extension)元组
os.path.getatime\ctime\mtime 分别返回最近访问、创建、修改时间
os.path.getsize() 返回文件大小
os.path.exists() 是否存在
os.path.isabs() 是否为绝对路径
os.path.isdir() 是否为目录
os.path.isfile() 是否为文件
Python基础

ㅤ普通",
说一下字典和 json 的区别？,"字典是一种数据结构，json 是一种数据的表现形式，字典的 key 值只要是能 hash 的就行，json 的必须是字符串。
Python基础

ㅤ普通",
什么是可变、不可变类型？,"可变不可变指的是内存中的值是否可以被改变，不可变类型指的是对象所在内存块里面的值不可以改变，有数值、字符串、元组；可变类型则是可以改变，主要有列表、字典。
Python基础

ㅤ普通",
存入字典里的数据有没有先后排序？,"存入的数据不会自动排序，可以使用 sort 函数对字典进行排序。
Python基础

ㅤ普通",
lambda 表达式格式以及应用场景？,"lambda函数就是可以接受任意多个参数（包括可选参数）并且返回单个表达式值得函数。
语法：lambda [arg1 [,arg2,…..argn]]:expression
将上述一般函数改写为匿名函数：
应用
(1) lambda函数比较轻便，即用即仍，适合完成只在一处使用的简单功能。
(2) 匿名函数，一般用来给filter，map这样的函数式编程服务
(3) 作为回调函数，传递给某些应用，比如消息处理。
Python基础

ㅤ普通",
如何理解 Python 中字符串中的\字符？,"1、转义字符
2、路径名中用来连接路径名
3、编写太长代码手动软换行
Python基础

ㅤ普通",
常用的 Python 标准库都有哪些？,"os 操作系统、time 时间、random 随机、pymysql 连接数据库、threading 线程、multiprocessing 进程、queue 队列
第三方库： django、flask、requests、virtualenv、selenium、scrapy、xadmin、celery、re、hashlib、md5
常用的科学计算库：Numpy，Pandas、matplotlib
Python基础

ㅤ普通",
如何在Python中管理内存？,"python中的内存管理由Python私有堆空间管理。所有Python对象和数据结构都位于私有堆中。程序员无权访问此私有堆。python解释器负责处理这个问题。
Python对象的堆空间分配由Python的内存管理器完成。核心API提供了一些程序员编写代码的工具。
Python还有一个内置的垃圾收集器，它可以回收所有未使用的内存，并使其可用于堆空间。
Python基础

ㅤ普通",
介绍一下 except 的作用和用法？,"except: 捕获所有异常
except:: 捕获指定异常
except:: 捕获异常 1 或者异常 2
except:,: 捕获指定异常及其附加的数据
except::: 捕获异常名 1 或者异常名 2,及附加的数据
Python基础

ㅤ普通",
在 except 中 return 后还会不会执行 finally 中的代码？怎么抛出自定义异常？,"会继续处理 finally 中的代码； 用 raise 方法可以抛出自定义异常。
Python基础

ㅤ普通",
read、readline 和 readlines 的区别？,"read:读取整个文件。
readline：读取下一行，使用生成器方法。
readlines：读取整个文件到一个迭代器以供我们遍历。
Python基础

ㅤ普通",
range 和 xrange 的区别？,"两者用法相同，不同的是 range 返回的结果是一个列表，而 xrange 的结果是一个生成器，前者是直接开辟一块内存空间来保存列表，后者是边循环边使用，只有使用时才会开辟内存空间，所以当列表 很长时，使用 xrange 性能要比 range 好。
Python基础

ㅤ普通",
请简述你对 input()函数的理解？,"在 Python3 中，input()获取用户输入，不论用户输入的是什么，获取到的都是字符串类型的。
在 Python2 中有 raw_input()和 input(), raw_input()和 Python3 中的 input()作用是一样的， input()输入的是什么数据类型的，获取到的就是什么数据类型的。
Python基础

ㅤ普通",
代码中要修改不可变数据会出现什么问题？抛出什么异常？,"代码不会正常运行，抛出 TypeError 异常。
Python基础

ㅤ普通",
print 调用 Python 中底层的什么方法？,"print 方法默认调用 sys.stdout.write 方法，即往控制台打印字符串。
Python基础

ㅤ普通",
Python 的 sys 模块常用方法,"sys.argv 命令行参数 List，第一个元素是程序本身路径
sys.modules.keys() 返回所有已经导入的模块列表
sys.exc_info() 获取当前正在处理的异常类,exc_type、exc_value、exc_traceback 当前处理的 异常详细信息
sys.exit(n) 退出程序，正常退出时 exit(0)  sys.hexversion 获取 Python 解释程序的版本值，16 进制格式如：0x020403F0
sys.version 获取 Python 解释程序的版本信息
sys.maxint 最大的 Int 值
sys.maxunicode 最大的 Unicode 值
sys.modules 返回系统导入的模块字段，key 是模块名，value 是模块
sys.path 返回模块的搜索路径，初始化时使用 PYTHONPATH 环境变量的值
sys.platform 返回操作系统平台名称
sys.stdout 标准输出
sys.stdin 标准输入
sys.stderr 错误输出
sys.exc_clear() 用来清除当前线程所出现的当前的或最近的错误信息
sys.exec_prefix 返回平台独立的 python 文件安装的位置
sys.byteorder 本地字节规则的指示器，big-endian 平台的值是’big’,little-endian 平台的值是 ‘little’  sys.copyright 记录 python 版权相关的东西
sys.api_version 解释器的 C 的 API 版本
sys.version_info 元组则提供一个更简单的方法来使你的程序具备 Python 版本要求功能
Python基础

ㅤ普通",
unittest 是什么？,"在 Python 中，unittest 是 Python 中的单元测试框架。它拥有支持共享搭建、自动测试、在测试 中暂停代码、将不同测试迭代成一组等的功能。
Python基础

ㅤ普通",
模块和包是什么？,"在 Python 中，模块是搭建程序的一种方式。每一个 Python 代码文件都是一个模块，并可以引用 其他的模块，比如对象和属性。
一个包含许多 Python 代码的文件夹是一个包。一个包可以包含模块和子文件夹。
Python基础

ㅤ普通",
什么是正则的贪婪匹配？,"贪婪匹配：正则表达式一般趋向于最大长度匹配，也就是所谓的贪婪匹配。
非贪婪匹配：就是匹配到结果就好，就少的匹配字符。
Python基础

ㅤ普通",
常用字符串格式化哪几种？,"% 格式化字符串操作符
字典形式的字符串格式化方法
字符串格式化（format）
(1) 使用位置参数
位置参数不受顺序约束，且可以为{}，参数索引从0开始，format里填写{}对应的参数值。
(2) 使用关键字参数
关键字参数值要对得上，可用字典当关键字参数传入值，字典前加**即可
(3) 填充与格式化     :填充字符[宽度]
填充字符
Python基础

ㅤ普通",
面向对象深度优先和广度优先是什么？,"在子类继承多个父类时，属性查找方式分深度优先和广度优先两种。
当类是经典类时，多继承情况下，在要查找属性不存在时，会按照深度优先方式查找下去。
当类是新式类时，多继承情况下，在要查找属性不存在时，会按照广度优先方式查找下去。
Python基础

ㅤ普通",
“一行代码实现 xx”类题目,"(1) 一行代码实现 1 – 100 的和
可以利用 sum() 函数。

(2) 一行代码实现数值交换
不用二话，直接换。

(3) 一行代码求奇偶数
使用列表推导式。

(4) 一行代码展开列表
使用列表推导式，稍微复杂一点，注意顺序。

(5) 一行代码打乱列表
用到 random 的 shuffle。

(6) 一行代码反转字符串
使用切片。

(7) 一行代码查看目录下所有文件
使用 os 的 listdir。

(8) 一行代码去除字符串间的空格
法 1 replace 函数。

法 2  join & split 函数。

(9) 一行代码实现字符串整数列表变成整数列表
使用 list & map & lambda。

(10) 一行代码删除列表中重复的值
使用 list & set。

(11) 一行代码实现 9 * 9 乘法表
稍稍复杂的列表推导式，耐心点就行，一点点的搞…

(12) 一行代码找出两个列表中相同的元素
使用 set 和 &。

(13) 一行代码找出两个列表中不同的元素
使用 set 和 ^。

(14)一行代码合并两个字典
使用 Update 函数。

(15) 一行代码实现字典键从小到大排序
使用 sort 函数。

Python基础

ㅤ普通",
Python 机器学习面试题阅读指南（必看）,"大家好，我是帅地。 为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。 由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 什么是机器学习
1. 什么是机器学习
2. 机器学习与数据挖掘的区别？
2. 机器学习与数据挖掘的区别？
3. 什么是机器学习的过度拟合现象？过度拟合产生的原因？如何避免过拟合问题？
3. 什么是机器学习的过度拟合现象？过度拟合产生的原因？如何避免过拟合问题？
4. 什么是机器学习的欠拟合？如何避免欠拟合问题？
4. 什么是机器学习的欠拟合？如何避免欠拟合问题？
5. 解释有监督和无监督机器学习之间的区别？
5. 解释有监督和无监督机器学习之间的区别？
6. 偏差和方差之间的权衡是什么？
6. 偏差和方差之间的权衡是什么？
7. 解释 KNN 和 k-means 聚类之间的区别？
7. 解释 KNN 和 k-means 聚类之间的区别？
8. 什么是贝叶斯定理？我们为什么用它？
8. 什么是贝叶斯定理？我们为什么用它？
9. 什么是朴素贝叶斯分类器？我们为什么要使用它们？
9. 什么是朴素贝叶斯分类器？我们为什么要使用它们？
10. 判别模型和生成模型之间有什么区别？
10. 判别模型和生成模型之间有什么区别？
11. 什么是参数模型？提供一个例子
11. 什么是参数模型？提供一个例子
12. 如何根据训练集大小选择分类器？
12. 如何根据训练集大小选择分类器？
13. 解释ROC曲线和AUC？
13. 解释ROC曲线和AUC？
14. 如何确保您不会过度拟合模型？
14. 如何确保您不会过度拟合模型？
15. 说明如何处理数据集中的丢失或损坏的数据？
15. 说明如何处理数据集中的丢失或损坏的数据？
16. 解释如何开发数据管道？
16. 解释如何开发数据管道？
17. 如何解决模型中的高方差？
17. 如何解决模型中的高方差？
18. 什么是超参数？它们与模型参数有何不同？
18. 什么是超参数？它们与模型参数有何不同？
19. 你正在处理数据集。如何选择重要变量？
19. 你正在处理数据集。如何选择重要变量？
20. 为什么 XGBoost 的性能优于 SVM？
20. 为什么 XGBoost 的性能优于 SVM？
21. 以下混淆矩阵的召回率，特异性和精确度是多少？
21. 以下混淆矩阵的召回率，特异性和精确度是多少？
22. 使用 scikit-learn 时，是否确实需要在特征值变化很大时调整特征值？
22. 使用 scikit-learn 时，是否确实需要在特征值变化很大时调整特征值？
23. 你的数据集有 50 个变量，但是8个变量的缺失值高于 30％。如何解决这个问题？
23. 你的数据集有 50 个变量，但是8个变量的缺失值高于 30％。如何解决这个问题？
24. 协方差和相关性有什么区别？
24. 协方差和相关性有什么区别？
25. 你认为把分类变量当成连续型变量会得到一个更好的预测模型吗？
25. 你认为把分类变量当成连续型变量会得到一个更好的预测模型吗？
26. 在 K-means 或者 KNN，我们是用欧氏距离来计算最近的邻居之间的距离，为什么不用曼哈顿距离？
26. 在 K-means 或者 KNN，我们是用欧氏距离来计算最近的邻居之间的距离，为什么不用曼哈顿距离？
27. 给你一个数据集，这个数据集有缺失值，且这些缺失值分布在高中值有1一个标准偏差的的范围内，百分之多少的数据不会受到影响？为什么？
27. 给你一个数据集，这个数据集有缺失值，且这些缺失值分布在高中值有1一个标准偏差的的范围内，百分之多少的数据不会受到影响？为什么？
28. 线程分类器与非线性分类器的区别以及优劣？
28. 线程分类器与非线性分类器的区别以及优劣？
29. 文本中的余弦距离是什么，有哪些作用？
29. 文本中的余弦距离是什么，有哪些作用？
30. 什么是数据埋点？
30. 什么是数据埋点？
31. 请简要说说一个完整的机器学习项目流程
31. 请简要说说一个完整的机器学习项目流程
32. 我们知道，独热编码（OneHotEncoder）会增加数据集的维度。但是标签编码（LabelEncoder）不会。为什么？
32. 我们知道，独热编码（OneHotEncoder）会增加数据集的维度。但是标签编码（LabelEncoder）不会。为什么？
Python机器学习

ㅤ普通",
什么是机器学习,"简单的说，机器学习就是让机器从数据中学习，进而得到一个更加符合现实规律的模型，通过对模型的使用使得机器比以往表现的更好，这就是机器学习。
对上面这句话的理解：
数据：从现实生活抽象出来的一些事物或者规律的特征进行数字化得到。
学习：在数据的基础上让机器重复执行一套特定的步骤（学习算法）进行事物特征的萃取，得到一个更加逼近于现实的描述（这个描述是一个模型它的本身可能就是一个函数）。我们把大概能够描述现实的这个函数称作我们学到的模型。
更好：我们通过对模型的使用就能更好的解释世界，解决与模型相关的问题。
Python机器学习

ㅤ普通",
