问题,回答,所属分类
元素的层叠顺序,"层叠顺序，英文称作 stacking order，表示元素发生层叠时有着特定的垂直显示顺序。下面是盒模型的层叠规则：

上图，由上到下分别是： （1）背景和边框：建立当前层叠上下文元素的背景和边框。 （2）负的z-index：当前
层叠上下文中，z-index属性值为负的元素。 （3）块级盒：文档流内非行内级非定位后代元素。 （4）浮动盒：
非定位浮动元素。 （5）行内盒：文档流内行内级非定位后代元素。 （6）z-index:0：层叠级数为0的定位元素。
（7）正z-index：z-index属性值为正的定位元素。
注意: 当定位元素z-index:auto，生成盒在当前层叠上下文中的层级为 0，不会建立新的层叠上下文，除非是
根元素。
CSS面试题

ㅤ普通",
display、float、position的关系,"（1）首先判断display属性是否为none，如果为none，则position和float属性的值不影响元素最后的表现。
（2）然后判断position的值是否为absolute或者fixed，如果是，则float属性失效，并且display的值应该被设置
为table或者block，具体转换需要看初始转换值。
（3）如果position的值不为absolute或者fixed，则判断float属性的值是否为none，如果不是，则display的值则
按上面的规则转换。注意，如果position的值为relative并且float属性的值存在，则relative相对于浮动后的最终位
置定位。
（4）如果float的值为none，则判断元素是否为根元素，如果是根元素则display属性按照上面的规则转换，如果
不是，则保持指定的display属性值不变。
总的来说，可以把它看作是一个类似优先级的机制，”position:absolute”和”position:fixed”优先级最高，有它存在
的时候，浮动不起作用，’display’的值也需要调整；其次，元素的’float’特性的值不是”none”的时候或者它是根元
素的时候，调整’display’的值；最后，非根元素，并且非浮动元素，并且非绝对定位的元素，’display’特性值同设
置值。
CSS面试题

ㅤ普通",
absolute与fixed共同点与不同点,"共同点：
不同点：
CSS面试题

ㅤ普通",
对 sticky 定位的理解,"sticky 英文字面意思是粘贴，所以可以把它称之为粘性定位。语法：position: sticky; 基于用户的滚动位置来定
位。
粘性定位的元素是依赖于用户的滚动，在 position:relative 与 position:fixed 定位之间切换。它的行为就像
position:relative; 而当页面滚动超出目标区域时，它的表现就像 position:fixed;，它会固定在目标位置。元素
定位表现为在跨越特定阈值前为相对定位，之后为固定定位。这个特定阈值指的是 top, right, bottom 或 left 之
一，换言之，指定 top, right, bottom 或 left 四个阈值其中之一，才可使粘性定位生效。否则其行为与相对定位相
同。
CSS面试题

ㅤ普通",
设置小于12px的字体,"在谷歌下css设置字体大小为12px及以下时，显示都是一样大小，都是默认12px。
解决办法：
CSS面试题

ㅤ普通",
CSS3新增伪类有那些,"p:first-of-type 选择属于其父元素的首个元素
p:last-of-type 选择属于其父元素的最后元素
p:only-of-type 选择属于其父元素唯一的元素
p:only-child 选择属于其父元素的唯一子元素
p:nth-child(2) 选择属于其父元素的第二个子元素
:enabled :disabled 表单控件的禁用状态。
:checked 单选框或复选框被选中。
CSS面试题

ㅤ普通",
CSS选择器有哪些 哪些属性可以继承,"CSS选择符：id选择器(#myid)、类选择器(.myclassname)、标签选择器(div, h1, p)、相邻选择器(h1 + p)、子选择
器（ul > li）、后代选择器（li a）、通配符选择器（*）、属性选择器（a[rel=”external”]）、伪类选择器
（a:hover, li:nth-child）
可继承的属性：font-size, font-family, color
不可继承的样式：border, padding, margin, width, height
优先级（就近原则）：!important > [ id > class > tag ]
!important 比内联优先级高
CSS面试题

ㅤ普通",
margin和padding分别适合什么场景使用,"何时使用margin：
需要在border外侧添加空白
空白处不需要背景色
上下相连的两个盒子之间的空白，需要相互抵消时。
何时使用padding：
需要在border内侧添加空白
空白处需要背景颜色
上下相连的两个盒子的空白，希望为两者之和。
兼容性的问题：在IE5 IE6中，为float的盒子指定margin时，左侧的margin可能会变成两倍的宽度。通过改变
padding或者指定盒子的display：inline解决。
CSS面试题

ㅤ普通",
png、jpg、gif 这些图片格式解释一下，分别什么时候用。有没有了解过webp,"png是便携式网络图片（Portable Network Graphics）是一种无损数据压缩位图文件格式.优点是：压缩比高，色
彩好。 大多数地方都可以用。
jpg是一种针对相片使用的一种失真压缩方法，是一种破坏性的压缩，在色调及颜色平滑变化做的不错。在www
上，被用来储存和传输照片的格式。
gif是一种位图文件格式，以8位色重现真色彩的图像。可以实现动画效果.
webp格式是谷歌在2010年推出的图片格式，压缩率只有jpg的2/3，大小比png小了45%。缺点是压缩的时间更久
了，兼容性不好，目前谷歌和opera支持。
CSS面试题

ㅤ普通",
列举一些CSS框架,"Bootstrap：是美国Twitter公司的设计师Mark Otto和Jacob Thornton合作基于HTML、CSS、JavaScript 开发的简
洁、直观、强悍的前端开发框架，使得 Web 开发更加快捷。Bootstrap提供了优雅的HTML和CSS规范，它即是由
动态CSS语言Less写成。
Layui：是一款采用自身模块规范编写的前端 UI 框架，遵循原生 HTML/CSS/JS 的书写与组织形式，门槛极低，拿
来即用。其外在极简，体积轻盈，组件丰盈，非常适合界面的快速开发。
ElementUI：一套为开发者、设计师和产品经理准备的基于 Vue 2.0的桌面端组件库。
antd：是基于 Ant Design 设计体系的 React UI 组件库，主要用于研发企业级中后台产品。开箱即用的高质量
React 组件，全链路开发和设计工具体系，数十个国际化语言支持。
CSS面试题

ㅤ普通",
使用CSS Sprites的好处,"利用CSS Sprites能很好地减少网页的http请求，从而大大的提高页面的性能，这也是CSS Sprites最大的优点，也
是其被广泛传播和应用的主要原因；
CSS Sprites能减少图片的字节，曾经比较过多次3张图片合并成1张图片的字节总是小于这3张图片的字节总和。
解决了网页设计师在图片命名上的困扰，只需对一张集合的图片上命名就可以了，不需要对每一个小元素进行命
名，从而提高了网页的制作效率。
更换风格方便，只需要在一张或少张图片上修改图片的颜色或样式，整个网页的风格就可以改变。维护起来更加方
便。
CSS面试题

ㅤ普通",
overflow属性在CSS中被用于什么,"overflow 属性规定当内容溢出元素框时发生的事情。
这个属性定义溢出元素内容区的内容会如何处理。如果值为 scroll，不论是否需要，用户代理都会提供一种滚动机
制。因此，有可能即使元素框中可以放下所有内容也会出现滚动条。
可能的值：
overflow: auto;如果内容被修剪，则浏览器会显示滚动条以便查看其余的内容。
overflow: hidden;内容会被修剪，并且其余内容是不可见的。
overflow: scroll;内容会被修剪，但是浏览器会显示滚动条以便查看其余的内容。
overflow: visible;默认值。内容不会被修剪，会呈现在元素框之外。
CSS面试题

ㅤ普通",
CSS的特异性是什么意思,"如果有两条或两条以上指向同一元素的冲突 CSS 规则，则浏览器将遵循一些原则来确定哪一条是最具体的，并因
此胜出。
将特异性（specificity）视为得分/等级，能够确定最终将哪些样式声明应用于元素。
每个选择器在特异性层次结构中都有其位置。以下四种类别定义了选择器的特异性级别：
1、行内样式 – 行内（内联）样式直接附加到要设置样式的元素。
2、ID – ID 是页面元素的唯一标识符，例如 #navbar。
3、类、属性和伪类 – 此类别包括 .classes、[attributes] 和伪类，例如：:hover、:focus 等。
4、元素和伪元素 – 此类别包括元素名称和伪元素，比如 h1、div、:before 和 :after。
CSS面试题

ㅤ普通",
什么是块级格式化上下文（BFC），如何工作,"1.规范解释
块格式化上下文（Block Formatting Context，BFC）是Web页面的可视化CSS渲染的一部分，是布局过程中生成
块级盒子的区域，也是浮动元素与其他元素的交互限定区域。
2.通俗解释：
BFC 是一个独立的布局环境,可以理解为一个容器,在这个容器中按照一定规则进行物品摆放,并且不会影响其它环境
中的物品。
如果一个元素符合触发BFC的条件，则该元素中的布局不受外部影响。
浮动元素会创建BFC，所以浮动元素内部子元素主要受浮动元素影响，两个浮动元素之间是互不影响的。
3.创建方式：
根元素或包含根元素的元素
浮动元素 float ＝ left | right 或 inherit（≠ none）
绝对定位元素 position ＝ absolute 或 fixed
display ＝ inline-block | flex | inline-flex | table-cell 或 table-caption
overflow ＝ hidden | auto 或 scroll (≠ visible)
CSS面试题

ㅤ普通",
这段CSS代码会产生什么影响 {box-sizing：border-box;},"默认情况下，元素具有box-sizing：应用了content-box，并且仅考虑了内容大小。
box-sizing：边框更改了元素的宽度和高度的计算方式，边框和填充也包括在计算中。
元素的高度由内容的高度+垂直填充+垂直边框宽度计算得出。
元素的宽度是通过内容的宽度+水平填充+水平边框宽度来计算的。
在我们的盒子模型中，考虑到填充物和边框，与设计人员实际如何想象网格中的内容产生了更好的共鸣。
CSS面试题

ㅤ普通",
相对，固定，绝对和静态定位的元素有什么区别,"定位元素是计算的位置属性是relative, fixed, absolute and static。
静态static
默认位置；默认为0。元素将像往常一样流入页面。top，right，bottom，left和z-index属性不适用。
相对relative
元素的位置相对于自身进行了调整，而没有更改布局（因此，如果没有放置元素，将为元素留出一定的空隙）。
绝对absolute
元素从页面流中删除，并且相对于其最接近的祖先（如果有）或相对于初始包含块而定位在指定的位置。绝对定位
的盒子可以有边距，并且不会与其他任何边距一起折叠。这些元素不会影响其他元素的位置。
固定 fixed
将元素从页面流中移除，并将其放置在相对于视口的指定位置，并且在滚动时不会移动。
粘性sticky
粘性定位是相对定位和固定定位的混合。将该元素视为相对位置，直到它超过指定的阈值为止，此时将其视为固定
位置。
CSS面试题

ㅤ普通",
什么是文件分割，何时使用,"良好的CSS架构的应该有合理的文件组织。整体文件适合单独的开发人员或非常小的项目。对于大型项目（具有多
种布局和内容类型的站点，或在同一设计框架下具有多个品牌的站点），使用模块化方法并将CSS拆分为多个文件
更为明智。
跨文件拆分CSS可以更轻松地将任务打包给团队。一个开发人员可以处理与排版相关的样式，而另一个开发人员可
以专注于开发网格组件。团队可以合理地分工并提高整体生产率。
这是一个虚拟的CSS结构：
reset.css：重置和规范化样式；颜色，边框或字体相关的声明
typography.css：标题和正文文本的字体，粗细，行高，大小和样式
layouts.css：管理页面布局和分段（包括网格）的样式
forms.css：表单控件和标签的样式
list.css：特定于列表的样式
table.css：表格专用样式
carousel.css：轮播组件所需的样式
accordion.css：手风琴组件的样式
CSS面试题

ㅤ普通",
介绍一下标准的css的盒子模型 低版本IE的盒子模型有什么不同,"标准模型由四部分组成：
模型区分：
标准表型指的是设置box-sizing为content-box的盒子模型，一般width,height指的是content的宽高。IE盒模型指
的是box-sizing为border-box的盒子。宽高的计算是content+padding+border;
CSS面试题

ㅤ普通",
Render Tree和CSSOM Tree的区别,"① 浏览器把获取到的html代码解析成一个DOM树，html中的每个标签都是DOM树中的一个节点，根节点就是我们常用的document对象。
② DOM树里面包含了所有的html标签，包括display:none;隐藏，还有用JS动态添加的元素等。
CSSOM树
CSS下载完之后对CSS进行解析，解析成CSS对象，然后把CSS对象组装起来，构建CSSOM树
Render Tree
① CSSOM树和DOM树连接在一起(一 一对应)形成一个Render Tree，渲染树用来计算可见元素的布局并且作
为将像素渲染到屏幕上的过程的输入。
② 渲染树会忽略display: none;的元素
CSS面试题

ㅤ普通",
重排与重绘,"当浏览器发现某个部分发生了变化影响了布局，需要倒回去重新渲染。

  添加、删除可见的DOM元素
  元素位置改变、尺寸改变、内容改变
  页面初始化、resize事件等

重绘repaint
改变某个元素的背景色、文字颜色、边框颜色等影响周围或内部布局的属性时，屏幕的一部分要重画，但元素的几何尺寸不变
注意：
① 回流必定引起重绘，而重绘不一定会引起回流
② display: none;的节点不会被加入渲染树，而visibility: hidden;会被加入渲染树
③ display:none;会触发回流；visibility: hidden;会触发重绘
CSS面试题

ㅤ普通",
position 中的 relative 和 absolute 的定位原点是什么,"CSS面试题

ㅤ普通",
float的使用,"属性定义元素在哪个方向浮动。以往这个属性总应用于图像，使文本围绕在图像周围，不过在 CSS 中，任何元素
都可以浮动。浮动元素会生成一个块级框，而不论它本身是何种元素。具体如下：
float造成的效果使元素本身变成了类似于inline-block的元素使包裹它的元素忽略它的高度，即父元素没有了高度
如：给子元素box设置了height:100px;此时的父元素height也是100px。float的影响float使元素脱离了文档流按
照指定的方向发生了移动，直到它的外边缘碰到包含框或者另一个浮动的边框为止。浮动只会影响他后面的元素，
如果上面的元素不浮动，他也不会上去的 如果父元素太窄，无法容纳所有的浮动元素，无法容纳的浮动元素会换
行显示。以换行的那个元素为基准，如果有浮动元素的高度大于换行的那个元素，那么当换行元素换行时会被高的
那个元素”卡住”5.清除浮动影响的方式
CSS面试题

ㅤ普通",
flex弹性布局,"1.设置盒子的display属性为flex，或者line-flex，其对应还有六个css属性，分别为：
1）flex-direction：设置子元素的排列方式（row，column，row-reverse，column-reverse）
2）flex-warp：设置子元素的是否换行（nowarp，warp，warp-reverse）
3）flex-flow：flex-direction和flex-warp的缩写，默认为row nowarp
4）justify-content：设置子元素的水平排列方式（flex-start，flex-end，center，span-around，span-between）
5）align-items：设置子元素的垂直方式（flex-start，flex-end，center，stretch，baseline）
6）align-content：设置多个轴线的排列方式（flex-start，flex-end，center，spand-around，spand-between，stretch）
\2. 对应的子元素项目也拥有自身的六个css属性，分别为：
1）order：设置元素的排列权重 值越大越在后
2）flex-grow：设置元素的放大比例
3）flex-shrink：设置元素的缩小比例
4）flex-basis：设置多余空间项目主轴所占比例空间
5）flex：flex-grow和flex-shrink和flex-basis的缩写方式 默认为0 1 auto
6）align-self：设置子元素自己的垂直排列方式，默认为盒子的align-items的值
:warning:：设置flex布局后，子元素的float，clear，vertical-align都无效
CSS面试题

ㅤ普通",
常见居中方案,"行内元素垂直居中：vertical-align：middle并设置父级元素的行高为父级元素的高度
固定宽度的元素 水平居中使用：magin：0 auto
flex弹性布局：设置justify-content：center水平居中，align-items：垂直居中
通过padding属性进行垂直居中
设置父级元素为：display：table-cell，vertical-align：middle
通过伪元素设置垂直居中：设置父级元素一个伪元素 并设置其为inline-block，同时设置vertical-align：middle
高度确定的时候：绝对定位+margin来垂直居中
高度不确定的时候：绝对定位+transform，具体为：设置需要垂直居中的元素为：position：absolute，top：50%，transform：translateY(-50%)
通过flex-duration：column来垂直居中：display：flex，flex-duration：column，justify-content：center
水平垂直居中方法：
2.绝对定位+margin实现垂直水平居中，需要知道子元素高宽度
绝对定位+transform实现垂直水平居中，可以不知道子元素高宽度：position：absolute；top：50%；left：50%；transform：translate（-50%，-50%）
使用display为table，子元素为display：table-cell；vertical-align：center；text-align：center子子元素设置为vertical-align：center
使用父元素的伪元素进行垂直居中（父元素需要知道高度），设置伪元素的高度为100%，并设置vertical-align：middle，display：inline-block；子元素设置vertical-align：center；display：inline-block（子元素水平居中可以采用text-align：center或者margin：0 auto）
子元素设置为margin：auto；position：absolute；top：0；left：0；right：0；bottom：0；
CSS面试题

ㅤ普通",
如何居中p 如何居中一个浮动元素 如何让绝对定位的p居中,"p：
浮动元素的上下左右居中：
绝对定位的左右居中：
CSS面试题

ㅤ普通",
absolute的containing block计算方式跟正常流有什么不同,"无论属于哪种，都要先找到其祖先元素中最近的 position 值不为 static 的元素，然后再判断：
如果都找不到，则为 initial containing block。
补充：
CSS面试题

ㅤ普通",
"制作一个访问量很高的大型网站，你会如何来管理所有CSS文件,js 与图片","涉及到人手、分工、同步
（1） 先期团队必须确定好全局样式，编码模式等
（2） 编写习惯必须一致
（3） 标注样式编写人，各模块都及时标注（标注关键样式调用的地方）
（4） 页面进行标注
（5） Css与html分文件夹并行存放，命名都要统一
（6） Js分文件夹存放，命名以该JS功能为准英文翻译
（7） 图片采用整合的.png格式文件使用，尽量整合在一起，方便将来的管理。
CSS面试题

ㅤ普通",
视差滚动效果,"视差滚动（Parallax Scrolling）通过在网页向下滚动的时候，控制背景的移动速度比前景的移动速度慢来创建出令
人惊叹的3D效果。
CSS面试题

ㅤ普通",
css div 垂直水平居中，并完成 div 高度永远是宽度的一半（宽度可以不指定）,"CSS面试题

ㅤ普通",
CSS实现自适应正方形、等宽高比矩形,"CSS面试题

ㅤ普通",
IE6 BUG的解决方法,"1.双边距BUG float引起的 使用display：inline；
2.像素问题 使用float引起的 使用dislpay:inline -3px 或者margin-right:-3px
3.超链接hover 点击后失效 使用正确的书写顺序 link visited hoveractive；
4.Ie z-index问题 给父级添加position:relative；
5.Png 透明 使用js代码改；
6.Min-height 最小高度 ！Important 解决’；
7.select 在ie6下遮盖 使用iframe嵌套；
8.为什么没有办法定义1px左右的宽度容器（IE6默认的行高造成的，使用over:hidden,zoom:0.08 line-height:1px）；
CSS面试题

ㅤ普通",
